"";"LONGITUDE";"LATITUDE";"FLOOR";"BUILDINGID";"SPACEID";"RELATIVEPOSITION";"USERID";"PHONEID";"TIMESTAMP";"max_wap";"max_wap_value";"gps_coords"
"40";-7470,5186999999;4864863,6628;2;1;26;2;2;23;2013-06-20 08:10:35;"WAP178";-85;"-7470.5186999999,4864863.6628"
"41";-7469,73910000175;4864864,2915;2;1;18;2;2;23;2013-06-20 08:11:11;"WAP178";-91;"-7469.73910000175,4864864.2915"
"42";-7457,24210000038;4864853,9303;2;1;216;2;2;23;2013-06-20 08:15:20;"WAP115";-78;"-7457.24210000038,4864853.9303"
"43";-7480,43149175867;4864867,13092805;2;1;17;1;2;23;2013-06-20 08:12:52;"WAP178";-73;"-7480.43149175867,4864867.13092805"
"44";-7474,58249999955;4864866,8723;2;1;17;2;2;23;2013-06-20 08:12:20;"WAP178";-75;"-7474.58249999955,4864866.8723"
"45";-7466,29110009223;4864859,33894889;2;1;18;1;2;23;2013-06-20 08:11:42;"WAP400";-81;"-7466.29110009223,4864859.33894889"
"46";-7458,26419999823;4864852,0843;2;1;217;2;2;23;2013-06-20 08:15:52;"WAP317";-81;"-7458.26419999823,4864852.0843"
"47";-7331,74799999967;4864767,318;3;2;247;2;2;23;2013-06-20 08:24:50;"WAP066";-66;"-7331.74799999967,4864767.318"
"48";-7331,40049999952;4864768,4786;3;2;248;2;2;23;2013-06-20 08:23:57;"WAP066";-59;"-7331.40049999952,4864768.4786"
"49";-7461,52404925972;4864852,0464766;2;1;217;1;2;23;2013-06-20 08:16:49;"WAP400";-82;"-7461.52404925972,4864852.0464766"
"50";-7327,49216509238;4864766,66853056;3;2;247;1;2;23;2013-06-20 08:25:19;"WAP066";-79;"-7327.49216509238,4864766.66853056"
"51";-7336,70039999858;4864764,4788;3;2;246;2;2;23;2013-06-20 08:26:02;"WAP065";-55;"-7336.70039999858,4864764.4788"
"52";-7337,39479999989;4864763,227;3;2;245;2;2;23;2013-06-20 08:26:37;"WAP065";-48;"-7337.39479999989,4864763.227"
"53";-7340,52459999919;4864757,5859;3;2;244;2;2;23;2013-06-20 08:27:06;"WAP065";-55;"-7340.52459999919,4864757.5859"
"54";-7341,21499999985;4864756,3415;3;2;243;2;2;23;2013-06-20 08:27:37;"WAP065";-50;"-7341.21499999985,4864756.3415"
"55";-7339,15388717502;4864749,38469046;3;2;242;1;2;23;2013-06-20 08:28:55;"WAP065";-57;"-7339.15388717502,4864749.38469046"
"56";-7337,23213905096;4864752,84884035;3;2;243;1;2;23;2013-06-20 08:29:42;"WAP065";-62;"-7337.23213905096,4864752.84884035"
"57";-7344,96840000153;4864749,576;3;2;241;2;2;23;2013-06-20 08:30:41;"WAP066";-55;"-7344.96840000153,4864749.576"
"58";-7344,21139999852;4864750,94;3;2;242;2;2;23;2013-06-20 08:28:16;"WAP065";-59;"-7344.21139999852,4864750.94"
"59";-7344,96840000153;4864749,576;3;2;241;2;2;23;2013-06-20 08:31:11;"WAP065";-62;"-7344.96840000153,4864749.576"
"60";-7347,10830000043;4864748,0456;3;2;240;2;2;23;2013-06-20 08:34:24;"WAP335";-56;"-7347.10830000043,4864748.0456"
"61";-7407,37959999964;4864799,6941;3;2;201;2;2;23;2013-06-20 08:36:48;"WAP082";-46;"-7407.37959999964,4864799.6941"
"62";-7408,28842738271;4864803,46471681;3;2;201;1;2;23;2013-06-20 08:37:53;"WAP082";-58;"-7408.28842738271,4864803.46471681"
"63";-7410,32899999991;4864800,0056;3;2;202;2;2;23;2013-06-20 08:38:26;"WAP082";-52;"-7410.32899999991,4864800.0056"
"64";-7408,28842738271;4864803,46471681;3;2;201;1;2;23;2013-06-20 08:39:20;"WAP082";-60;"-7408.28842738271,4864803.46471681"
"65";-7413,15480000153;4864789,2367;3;2;204;2;2;23;2013-06-20 09:20:43;"WAP082";-51;"-7413.15480000153,4864789.2367"
"66";-7411,25070000067;4864792,7679;3;2;203;2;2;23;2013-06-20 09:20:09;"WAP082";-49;"-7411.25070000067,4864792.7679"
"67";-7413,95529999956;4864787,7943;3;2;205;2;2;23;2013-06-20 09:21:20;"WAP083";-55;"-7413.95529999956,4864787.7943"
"68";-7405,10090000182;4864789,7755;3;2;207;2;2;23;2013-06-20 09:22:32;"WAP082";-41;"-7405.10090000182,4864789.7755"
"69";-7413,92139999941;4864785,0334;3;2;206;2;2;23;2013-06-20 09:21:52;"WAP082";-53;"-7413.92139999941,4864785.0334"
"70";-7403,73600000143;4864789,0184;3;2;209;2;2;23;2013-06-20 09:23:39;"WAP082";-41;"-7403.73600000143,4864789.0184"
"71";-7398,11080000177;4864785,8973;3;2;211;2;2;23;2013-06-20 09:24:53;"WAP083";-50;"-7398.11080000177,4864785.8973"
"72";-7406,06309999898;4864788,2193;3;2;208;2;2;23;2013-06-20 09:23:04;"WAP082";-40;"-7406.06309999898,4864788.2193"
"73";-7404,70549999923;4864787,4662;3;2;210;2;2;23;2013-06-20 09:24:14;"WAP082";-55;"-7404.70549999923,4864787.4662"
"74";-7399,10970000178;4864784,3617;3;2;212;2;2;23;2013-06-20 09:25:23;"WAP082";-47;"-7399.10970000178,4864784.3617"
"75";-7398,55870603025;4864779,87839587;3;2;214;1;2;23;2013-06-20 09:27:36;"WAP082";-61;"-7398.55870603025,4864779.87839587"
"76";-7397,85979999974;4864783,6682;3;2;214;2;2;23;2013-06-20 09:26:25;"WAP082";-60;"-7397.85979999974,4864783.6682"
"77";-7396,89609999955;4864785,2235;3;2;213;2;2;23;2013-06-20 09:25:55;"WAP083";-50;"-7396.89609999955,4864785.2235"
"78";-7415,16300353035;4864796,08448222;3;2;203;1;2;23;2013-06-20 09:28:31;"WAP083";-49;"-7415.16300353035,4864796.08448222"
"79";-7395,10070769489;4864777,95992858;3;2;216;1;2;23;2013-06-20 09:32:04;"WAP082";-66;"-7395.10070769489,4864777.95992858"
"80";-7392,35700000077;4864780,6156;3;2;216;2;2;23;2013-06-20 09:31:05;"WAP082";-60;"-7392.35700000077,4864780.6156"
"81";-7390,09580000117;4864781,4506;3;2;217;2;2;23;2013-06-20 09:32:49;"WAP083";-52;"-7390.09580000117,4864781.4506"
"82";-7391,35909999907;4864782,1517;3;2;215;2;2;23;2013-06-20 09:29:49;"WAP082";-55;"-7391.35909999907,4864782.1517"
"83";-7390,64902696759;4864785,97992566;3;2;215;1;2;23;2013-06-20 09:30:27;"WAP082";-65;"-7390.64902696759,4864785.97992566"
"85";-7384,39339999855;4864778,287;3;2;219;2;2;23;2013-06-20 09:33:52;"WAP082";-55;"-7384.39339999855,4864778.287"
"86";-7383,26559999958;4864777,6614;3;2;221;2;2;23;2013-06-20 09:34:56;"WAP083";-62;"-7383.26559999958,4864777.6614"
"87";-7384,21130000055;4864776,0964;3;2;222;2;2;23;2013-06-20 09:35:26;"WAP082";-61;"-7384.21130000055,4864776.0964"
"88";-7391,08449999988;4864779,9097;3;2;218;2;2;23;2013-06-20 09:33:18;"WAP082";-55;"-7391.08449999988,4864779.9097"
"89";-7385,37280000001;4864776,7407;3;2;220;2;2;23;2013-06-20 09:34:24;"WAP082";-64;"-7385.37280000001,4864776.7407"
"90";-7377,65129999816;4864772,9413;3;2;250;2;2;23;2013-06-20 09:37:32;"WAP082";-61;"-7377.65129999816,4864772.9413"
"91";-7376,40100000054;4864773,8529;3;2;223;2;2;23;2013-06-20 09:36:04;"WAP082";-62;"-7376.40100000054,4864773.8529"
"92";-7374,29448290542;4864777,89718264;3;2;223;1;2;23;2013-06-20 09:36:45;"WAP065";-79;"-7374.29448290542,4864777.89718264"
"93";-7369,63230000064;4864770,098;3;2;225;2;2;23;2013-06-20 09:38:06;"WAP082";-61;"-7369.63230000064,4864770.098"
"94";-7370,61470000073;4864768,5529;3;2;224;2;2;23;2013-06-20 09:38:43;"WAP065";-54;"-7370.61470000073,4864768.5529"
"95";-7363,03830000013;4864766,4395;3;2;229;2;2;23;2013-06-20 09:41:24;"WAP083";-59;"-7363.03830000013,4864766.4395"
"96";-7369,41440000013;4864767,8871;3;2;226;2;2;23;2013-06-20 09:39:21;"WAP065";-62;"-7369.41440000013,4864767.8871"
"97";-7368,38610000163;4864769,4062;3;2;227;2;2;23;2013-06-20 09:40:18;"WAP083";-57;"-7368.38610000163,4864769.4062"
"98";-7363,99610000104;4864764,8808;3;2;228;2;2;23;2013-06-20 09:40:51;"WAP065";-58;"-7363.99610000104,4864764.8808"
"99";-7356,0102000013;4864762,5402;3;2;233;2;2;23;2013-06-20 09:44:22;"WAP065";-61;"-7356.0102000013,4864762.5402"
"100";-7361,54069999978;4864765,6086;3;2;231;2;2;23;2013-06-20 09:43:21;"WAP066";-60;"-7361.54069999978,4864765.6086"
"101";-7362,52650000155;4864764,0657;3;2;230;2;2;23;2013-06-20 09:41:56;"WAP066";-57;"-7362.52650000155,4864764.0657"
"102";-7363,2282320708;4864760,27746722;3;2;230;1;2;23;2013-06-20 09:42:38;"WAP065";-60;"-7363.2282320708,4864760.27746722"
"103";-7356,97810000181;4864760,9873;3;2;232;2;2;23;2013-06-20 09:43:53;"WAP065";-53;"-7356.97810000181,4864760.9873"
"104";-7350,14699999988;4864757,2492;3;2;236;2;2;23;2013-06-20 09:45:59;"WAP065";-48;"-7350.14699999988,4864757.2492"
"105";-7352,93215686083;4864754,56512628;3;2;236;1;2;23;2013-06-20 09:46:34;"WAP065";-53;"-7352.93215686083,4864754.56512628"
"106";-7354,71990000084;4864761,8244;3;2;235;2;2;23;2013-06-20 09:45:28;"WAP065";-54;"-7354.71990000084,4864761.8244"
"107";-7355,67049999908;4864760,262;3;2;234;2;2;23;2013-06-20 09:44:55;"WAP065";-54;"-7355.67049999908,4864760.262"
"108";-7349,27959999815;4864758,806;3;2;237;2;2;23;2013-06-20 09:47:11;"WAP066";-48;"-7349.27959999815,4864758.806"
"109";-7536,621199999;4864934,2252;2;1;106;2;2;23;2013-06-20 07:34:38;"WAP090";-54;"-7536.621199999,4864934.2252"
"110";-7536,59820000082;4864918,1172;2;1;101;2;2;23;2013-06-20 07:33:58;"WAP090";-49;"-7536.59820000082,4864918.1172"
"111";-7348,89820000157;4864756,556;3;2;238;2;2;23;2013-06-20 09:47:41;"WAP066";-45;"-7348.89820000157,4864756.556"
"112";-7348,01289999858;4864758,1033;3;2;239;2;2;23;2013-06-20 09:48:16;"WAP066";-49;"-7348.01289999858,4864758.1033"
"113";-7541,26429999992;4864920,7782;2;1;106;2;2;23;2013-06-20 07:35:20;"WAP173";-58;"-7541.26429999992,4864920.7782"
"114";-7533,89620000124;4864939,2583;2;1;105;2;2;23;2013-06-20 07:37:09;"WAP172";-54;"-7533.89620000124,4864939.2583"
"115";-7519,15239999816;4864949,5322;2;1;103;2;2;23;2013-06-20 07:37:50;"WAP090";-63;"-7519.15239999816,4864949.5322"
"116";-7524,57039999962;4864934,093;2;1;102;2;2;23;2013-06-20 07:36:34;"WAP172";-58;"-7524.57039999962,4864934.093"
"117";-7527,45109999925;4864929,1464;2;1;101;2;2;23;2013-06-20 07:36:02;"WAP090";-58;"-7527.45109999925,4864929.1464"
"118";-7571,07107425854;4864890,45929348;2;1;112;1;2;23;2013-06-20 07:44:40;"WAP167";-45;"-7571.07107425854,4864890.45929348"
"119";-7519,15239999816;4864949,5322;2;1;103;2;2;23;2013-06-20 07:41:22;"WAP172";-61;"-7519.15239999816,4864949.5322"
"120";-7510,43717321754;4864949,25141671;2;1;103;1;2;23;2013-06-20 07:41:55;"WAP248";-69;"-7510.43717321754,4864949.25141671"
"121";-7528,81640154868;4864959,43061222;2;1;104;1;2;23;2013-06-20 07:43:07;"WAP104";-76;"-7528.81640154868,4864959.43061222"
"122";-7523,62819999829;4864951,9583;2;1;104;2;2;23;2013-06-20 07:42:34;"WAP172";-57;"-7523.62819999829,4864951.9583"
"123";-7571,09340000153;4864871,7184;2;1;110;2;2;23;2013-06-20 07:46:20;"WAP167";-59;"-7571.09340000153,4864871.7184"
"124";-7562,18620000035;4864866,7851;2;1;109;2;2;23;2013-06-20 07:47:00;"WAP166";-54;"-7562.18620000035,4864866.7851"
"125";-7559,497299999;4864887,6504;2;1;112;2;2;23;2013-06-20 07:44:54;"WAP166";-43;"-7559.497299999,4864887.6504"
"126";-7559,78200000152;4864871,3735;2;1;108;2;2;23;2013-06-20 07:47:34;"WAP166";-51;"-7559.78200000152,4864871.3735"
"127";-7564,19629999995;4864887,1932;2;1;111;2;2;23;2013-06-20 07:45:42;"WAP166";-59;"-7564.19629999995,4864887.1932"
"128";-7520,72450000048;4864892,4384;2;1;15;2;2;23;2013-06-20 07:52:01;"WAP178";-84;"-7520.72450000048,4864892.4384"
"129";-7521,86718644574;4864889,47709399;2;1;29;1;2;23;2013-06-20 07:53:07;"WAP178";-86;"-7521.86718644574,4864889.47709399"
"130";-7555,13230000064;4864885,2515;2;1;107;2;2;23;2013-06-20 07:48:16;"WAP170";-39;"-7555.13230000064,4864885.2515"
"131";-7537,33989999816;4864895,7854;2;1;117;2;2;23;2013-06-20 07:49:03;"WAP091";-71;"-7537.33989999816,4864895.7854"
"132";-7517,91255196556;4864887,28672764;2;1;28;1;2;23;2013-06-20 07:53:37;"WAP178";-89;"-7517.91255196556,4864887.28672764"
"133";-7520,75580000132;4864891,4821;2;1;29;2;2;23;2013-06-20 07:54:26;"WAP179";-83;"-7520.75580000132,4864891.4821"
"134";-7516,08879999816;4864889,8782;2;1;16;2;2;23;2013-06-20 07:55:07;"WAP178";-79;"-7516.08879999816,4864889.8782"
"135";-7512,6041636318;4864884,949544;2;1;16;1;2;23;2013-06-20 07:55:33;"WAP178";-76;"-7512.6041636318,4864884.949544"
"136";-7516,84149999917;4864889,291;2;1;28;2;2;23;2013-06-20 07:53:54;"WAP248";-86;"-7516.84149999917,4864889.291"
"137";-7501,22190000117;4864863,0729;2;1;2;2;2;23;2013-06-20 08:00:14;"WAP178";-43;"-7501.22190000117,4864863.0729"
"138";-7482,45617602766;4864901,42957994;2;1;10;1;2;23;2013-06-20 07:57:49;"WAP037";-64;"-7482.45617602766,4864901.42957994"
"139";-7502,44970000163;4864884,1761;2;1;22;2;2;23;2013-06-20 07:56:19;"WAP038";-72;"-7502.44970000163,4864884.1761"
"140";-7489,17749999836;4864899,9449;2;1;10;2;2;23;2013-06-20 07:57:08;"WAP037";-64;"-7489.17749999836,4864899.9449"
"141";-7480,12409999967;4864894,9306;2;1;10;2;2;23;2013-06-20 07:58:40;"WAP038";-64;"-7480.12409999967,4864894.9306"
"142";-7506,73189999908;4864850,684;2;1;4;2;2;23;2013-06-20 08:02:40;"WAP178";-57;"-7506.73189999908,4864850.684"
"143";-7516,47450000048;4864844,5972;2;1;6;2;2;23;2013-06-20 08:03:57;"WAP148";-66;"-7516.47450000048,4864844.5972"
"144";-7511,73669999838;4864841,6472;2;1;5;2;2;23;2013-06-20 08:03:26;"WAP178";-65;"-7511.73669999838,4864841.6472"
"145";-7491,03063394502;4864865,38593483;2;1;2;1;2;23;2013-06-20 08:00:46;"WAP179";-59;"-7491.03063394502,4864865.38593483"
"146";-7502,82690000162;4864860,1746;2;1;3;2;2;23;2013-06-20 08:01:31;"WAP178";-48;"-7502.82690000162,4864860.1746"
"147";-7504,8814000003;4864865,5295;2;1;9;2;2;23;2013-06-20 08:05:46;"WAP179";-52;"-7504.8814000003,4864865.5295"
"148";-7474,65260000154;4864865,9525;2;1;27;2;2;23;2013-06-20 08:06:54;"WAP088";-67;"-7474.65260000154,4864865.9525"
"149";-7474,65260000154;4864865,9525;2;1;27;2;2;23;2013-06-20 08:09:21;"WAP178";-80;"-7474.65260000154,4864865.9525"
"150";-7506,52930000052;4864862,5543;2;1;8;2;2;23;2013-06-20 08:05:15;"WAP178";-57;"-7506.52930000052,4864862.5543"
"151";-7511,52149999887;4864853,5402;2;1;7;2;2;23;2013-06-20 08:04:37;"WAP178";-66;"-7511.52149999887,4864853.5402"
"152";-7469,73910000175;4864864,2915;2;1;18;2;2;23;2013-06-20 08:11:14;"WAP178";-85;"-7469.73910000175,4864864.2915"
"153";-7474,58249999955;4864866,8723;2;1;17;2;2;23;2013-06-20 08:12:14;"WAP178";-74;"-7474.58249999955,4864866.8723"
"154";-7470,5186999999;4864863,6628;2;1;26;2;2;23;2013-06-20 08:10:22;"WAP179";-84;"-7470.5186999999,4864863.6628"
"155";-7466,29110009223;4864859,33894889;2;1;18;1;2;23;2013-06-20 08:11:29;"WAP288";-83;"-7466.29110009223,4864859.33894889"
"156";-7327,49216509238;4864766,66853056;3;2;247;1;2;23;2013-06-20 08:25:06;"WAP065";-74;"-7327.49216509238,4864766.66853056"
"157";-7331,40049999952;4864768,4786;3;2;248;2;2;23;2013-06-20 08:23:43;"WAP065";-61;"-7331.40049999952,4864768.4786"
"158";-7458,26419999823;4864852,0843;2;1;217;2;2;23;2013-06-20 08:15:35;"WAP400";-79;"-7458.26419999823,4864852.0843"
"159";-7457,24210000038;4864853,9303;2;1;216;2;2;23;2013-06-20 08:15:13;"WAP115";-83;"-7457.24210000038,4864853.9303"
"160";-7331,74799999967;4864767,318;3;2;247;2;2;23;2013-06-20 08:24:38;"WAP065";-64;"-7331.74799999967,4864767.318"
"161";-7344,21139999852;4864750,94;3;2;242;2;2;23;2013-06-20 08:28:03;"WAP065";-50;"-7344.21139999852,4864750.94"
"162";-7341,21499999985;4864756,3415;3;2;243;2;2;23;2013-06-20 08:27:24;"WAP065";-52;"-7341.21499999985,4864756.3415"
"163";-7337,39479999989;4864763,227;3;2;245;2;2;23;2013-06-20 08:26:25;"WAP065";-48;"-7337.39479999989,4864763.227"
"164";-7340,52459999919;4864757,5859;3;2;244;2;2;23;2013-06-20 08:26:53;"WAP066";-46;"-7340.52459999919,4864757.5859"
"165";-7336,70039999858;4864764,4788;3;2;246;2;2;23;2013-06-20 08:25:49;"WAP066";-54;"-7336.70039999858,4864764.4788"
"166";-7337,23213905096;4864752,84884035;3;2;243;1;2;23;2013-06-20 08:29:29;"WAP065";-59;"-7337.23213905096,4864752.84884035"
"167";-7344,96840000153;4864749,576;3;2;241;2;2;23;2013-06-20 08:30:59;"WAP065";-54;"-7344.96840000153,4864749.576"
"168";-7344,96840000153;4864749,576;3;2;241;2;2;23;2013-06-20 08:30:28;"WAP066";-63;"-7344.96840000153,4864749.576"
"169";-7339,15388717502;4864749,38469046;3;2;242;1;2;23;2013-06-20 08:28:42;"WAP065";-64;"-7339.15388717502,4864749.38469046"
"170";-7407,37959999964;4864799,6941;3;2;201;2;2;23;2013-06-20 08:36:35;"WAP082";-52;"-7407.37959999964,4864799.6941"
"171";-7410,32899999991;4864800,0056;3;2;202;2;2;23;2013-06-20 08:38:13;"WAP083";-54;"-7410.32899999991,4864800.0056"
"172";-7408,28842738271;4864803,46471681;3;2;201;1;2;23;2013-06-20 08:37:40;"WAP082";-58;"-7408.28842738271,4864803.46471681"
"173";-7408,28842738271;4864803,46471681;3;2;201;1;2;23;2013-06-20 08:39:10;"WAP082";-66;"-7408.28842738271,4864803.46471681"
"174";-7347,10830000043;4864748,0456;3;2;240;2;2;23;2013-06-20 08:34:11;"WAP065";-56;"-7347.10830000043,4864748.0456"
"175";-7413,15480000153;4864789,2367;3;2;204;2;2;23;2013-06-20 09:20:30;"WAP082";-50;"-7413.15480000153,4864789.2367"
"176";-7413,92139999941;4864785,0334;3;2;206;2;2;23;2013-06-20 09:21:39;"WAP083";-56;"-7413.92139999941,4864785.0334"
"177";-7411,25070000067;4864792,7679;3;2;203;2;2;23;2013-06-20 09:19:56;"WAP082";-42;"-7411.25070000067,4864792.7679"
"178";-7413,95529999956;4864787,7943;3;2;205;2;2;23;2013-06-20 09:21:07;"WAP083";-47;"-7413.95529999956,4864787.7943"
"179";-7398,11080000177;4864785,8973;3;2;211;2;2;23;2013-06-20 09:24:40;"WAP082";-52;"-7398.11080000177,4864785.8973"
"180";-7406,06309999898;4864788,2193;3;2;208;2;2;23;2013-06-20 09:22:51;"WAP082";-44;"-7406.06309999898,4864788.2193"
"181";-7404,70549999923;4864787,4662;3;2;210;2;2;23;2013-06-20 09:24:00;"WAP082";-47;"-7404.70549999923,4864787.4662"
"182";-7405,10090000182;4864789,7755;3;2;207;2;2;23;2013-06-20 09:22:19;"WAP083";-38;"-7405.10090000182,4864789.7755"
"183";-7403,73600000143;4864789,0184;3;2;209;2;2;23;2013-06-20 09:23:27;"WAP083";-44;"-7403.73600000143,4864789.0184"
"184";-7398,55870603025;4864779,87839587;3;2;214;1;2;23;2013-06-20 09:27:23;"WAP082";-66;"-7398.55870603025,4864779.87839587"
"185";-7396,89609999955;4864785,2235;3;2;213;2;2;23;2013-06-20 09:25:42;"WAP082";-52;"-7396.89609999955,4864785.2235"
"186";-7397,85979999974;4864783,6682;3;2;214;2;2;23;2013-06-20 09:26:12;"WAP082";-52;"-7397.85979999974,4864783.6682"
"187";-7399,10970000178;4864784,3617;3;2;212;2;2;23;2013-06-20 09:25:10;"WAP082";-57;"-7399.10970000178,4864784.3617"
"188";-7391,35909999907;4864782,1517;3;2;215;2;2;23;2013-06-20 09:29:36;"WAP082";-55;"-7391.35909999907,4864782.1517"
"189";-7390,64902696759;4864785,97992566;3;2;215;1;2;23;2013-06-20 09:30:13;"WAP082";-64;"-7390.64902696759,4864785.97992566"
"190";-7415,16300353035;4864796,08448222;3;2;203;1;2;23;2013-06-20 09:28:18;"WAP082";-48;"-7415.16300353035,4864796.08448222"
"191";-7392,35700000077;4864780,6156;3;2;216;2;2;23;2013-06-20 09:30:52;"WAP083";-62;"-7392.35700000077,4864780.6156"
"192";-7385,37280000001;4864776,7407;3;2;220;2;2;23;2013-06-20 09:34:11;"WAP082";-61;"-7385.37280000001,4864776.7407"
"193";-7384,39339999855;4864778,287;3;2;219;2;2;23;2013-06-20 09:33:39;"WAP082";-53;"-7384.39339999855,4864778.287"
"194";-7390,09580000117;4864781,4506;3;2;217;2;2;23;2013-06-20 09:32:36;"WAP083";-51;"-7390.09580000117,4864781.4506"
"195";-7391,08449999988;4864779,9097;3;2;218;2;2;23;2013-06-20 09:33:05;"WAP082";-55;"-7391.08449999988,4864779.9097"
"196";-7395,10070769489;4864777,95992858;3;2;216;1;2;23;2013-06-20 09:31:51;"WAP083";-70;"-7395.10070769489,4864777.95992858"
